"Might Cinema BB Foundation, Extra Matte (102)",EGP 129.00,"Might Cinema BB Foundation, Extra Matte
the components
Aqua/Water ● Undecane ● Glycerin ● Dimethicone ● Polyglyceryl-4 Isostearate ● Synthetic Fluorphlogopite ● Pentylene Glycol ● Butylene Glycol ● Tridecane ● Cetyl PEG/PPG-10/1
Dimethicone ● Hexyllaure ● Magnesisisulfate ● Polyhydroxystearic acid ● Octyldodecanol ● Distridimonium hectorite ● Disodium stearoyl glutamate
● Cellulose gum ● Ethylhexylglycerin ● Silica silicate ● Acrylonitrile/Methyl methacrylate/Vinyl chloride copolymer ● Fragrance/Fragrance ● Trihydroxystyrene ● Aluminum hydroxide
● Acetyl glycol stearate ● Isobutane ● Hexyl cinnamal ● Benzyl salicylate ● Linalool ● Alpha-isomethyl ionone ● Benzyl alcohol ● Tocopherol ● Citronellol ● U.S. seed oil/sunflower seed oil
● Pentaerythrityl tetrahydroxyhydrocinnamate ● [+/- May contain CI 77891 / Titanium dioxide ● CI 77491, CI 77492, CI 77499 / Iron oxides ● CI 7751 0 / 0 / Ammonium ferrocyanide",5/5
Nileton Half Zipper Sport Top Long Sleeves - Navy,EGP 345.00,"Nileton is an Egyptian e-commerce brand with a French taste in product design. The company mainly focuses on fashion products for women, men & children, in the meantime, offers accessories, bags, shoes and other fashion items. Currently we are operating in Egypt with targeting the Middle East in the near future. Nileton brand was founded in 2021.",4.8/5
LC Waikiki Crew Neck Printed Short Sleeve Women's T-Shirt,EGP 239.00,"LC Waikiki is a multi-cultural fashion brand which has continuously grown in the global market over the last 17 years. LC Waikiki today has a brand range that includes clothes and accessories for men, women and children of all ages, including babies, style-aware individuals and families. The brand accompanies itself with a distinctive methodology – high-quality clothes at great value. From close-fitting, stylish knitwear for men, to fashionable shoes and slippers for young girls, LC Waikiki has exactly what you need, when you need it.",N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Sanosan Baby Care Oil - 200ml,EGP 349.00,"Parents all around the world trust sanosan for the gentle cleaning and care of the sensitive skin of mother and baby. Natural ingredients such as organic olive oil and milk proteins with their protective, soothing properties form the basis of our formulas.",5/5
Izor Front Ruffle Cold Shoulder Girls Tee - Light Grey,EGP 229.00,Step up your style with our fashionable stylish clothes ! Featuring great variety of designs that suits all tastes and all occasions with a very good quality.,4.1/5
La Roche Posay Effaclar H - ISO - BIOME - 40ml,EGP 689.00,"La Roche Posay Effaclar H Isobiome Moisturizer is a lightweight facial moisturizer that hydrates the skin for up to 48 hours and reduces dryness caused by severe acne.
Powered by the Microbiome science and rich in Glycerin, Squalane, and Procerad, La Roche Posay Effaclar H Isobiome Moisturizer repairs the dehydrated skin by delivering long lasting hydration, while regulating sebum production to minimize the appearance of acne marks and imperfections.
Rich in Niacinamide, Vitamin B5 Thermal Spring Water, its fast-absorbing texture relieves irritation, itchiness, tightness, and discomfort resulting from drying treatments, balances the skin's microbiome, and strengthens its protective barrier.
The skin is instantly left comfortable, soothed, and durably hydrated.
Tested under dermatological control.
Suitable for all skin types, it is ideal for skin sensitized by acne treatment.
Benefits:
- Provides instant hydration for up to 48 hours
- Minimizes imperfections and acne marks
- Soothes irritation, reduces itchiness and discomfort
- Restores the skin's microbiome
- Fortifies the natural barrier of the skin
- Enhances the skin recovery within one hour",5/5
N/A,N/A,N/A,N/A
Kemei Nose & Ear Trimmer For Men & Women - 4 In 1 Km-6620 +Gift Bag Dukan Alaa,EGP 360.00,"KM-6620 Nose & Ear Trimmer For Men & Women +free bag from dukan
We at Alaa alaa always strive to provide you with the best offer from kemei

KM-6620 Nose and Ear Hair Trimmer for Women and Men  + Dukan Gift Bag

Epilator and unwanted eyebrows. And the other code to determine the sideburns and hair for a better look always and in the fastest time without the need to bother barbershops.

Dukan 3laaeldin Gift Bag Color may vary
In addition, it is able to be recharged for easy transport as you wish anywhere and travel also",4.5/5
My Way Ego - EDP - For Men - 60 Ml,EGP 145.00,My Way Ego - EDP - For Men -60 ml,2.8/5
Product Name,Price,Details,Rating
Me Now BB Foundation With Nutritious Ingredients 50 Ml - No. 3,EGP 119.00,"Brand : Menow

BB Foundation with Nutritious Ingredients 50 ml - No. 3

BB Foundation

The foundation is suitable for normal to oily skin.
visibly erases the look of pores.",4.4/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Aerie The Hugger Coated Crop Slit Flare Legging,EGP 450.00,"We're all about being REAL! Aerie is women's clothing, like high waisted leggings activewear, swimsuits, bras, bralettes, women's underwear and more! From the softest fabrics to the cutest prints, we've got you covered.

Ready for the weather to cool down a bit? Us too. We're ready to kick it cozy! Check out our cold weather clothing that will keep you feeling comfy and cozy all szn long. From sweatshirt and hoodies to cozy sweaters and cardigan your closet will thank you, big time. Looking for a complete outfit? Be sure to check our comfy sweatpants and joggers (they're soft, easy, and the best to wear in OR out!).

Looking for Women's activewear? Our OFFLINE by Aerie collection is here to get you moving! Check out our collections: The Hugger, OG, Real Me, Goals & more! Each fabric was designed for movement & comfort with all the deets to back it up. Whether you're couch surfing or hitting the gym in our workout leggings, workout tops and sports bras, our collections are the best for any way you move.

Oh, and bra tops anyone? We can't get enough of this new trend! Bralette? Check. Tank? Check. This is a fit that's got ALL the options. Rock it with a tennis skirt or pair it with your fave flare leggings, there's seriously no wrong answer. Thinking about layering on the love? Bra tops look amazing with our cardigans and flannels, too (those will keep you cozy when it gets chilly). Check it all out now (your closet will be v happy you did!)",4.5/5
N/A,N/A,N/A,N/A
My Way Selection - EDP - For Men - 65 Ml - 2 Pcs,EGP 277.00,Perfume has been developed from the finest ingredients and a conscious study of the quality of the lead used to give the man a real sense of elegance and self-confidence. A fine masculine fragrance of refinement and distinction. Powerful fragrance suitable for all times.,4.1/5
N/A,N/A,N/A,N/A
Miracle Honey With Red Ginseng 15g - 12 Sachet,EGP 350.00,"The Original Luxury Leopard Miracle Honey.
A rare revolutionary formula, the ingredients of which have been carefully studied, packaged in a luxurious wood case.
The Best Tonic Paste For Men makes your life better, improves libido.
The package made of wood, suitable to be included in luxury collections and special gifts!
ALL NATURAL
Maca concentrate powder,
Red ginseng powder,
Cornus officinalis extract powder, Chinese bushclover extract powder, Vitamin E
NO Harmful synthetic chemicals
Natural Tonic For Erection, a great stimulant of sexual desire. Also fights premature ejaculation without any side effects.
Increases blood flow to the genitals, which promotes erection and increases the temperature of the organs.


Sachet of 15 gm serving unit is 15 gm daily",3.4/5
N/A,N/A,N/A,N/A
Last Point Washing Up Liquid With Yellow Lemon 750ml,EGP 20.00,Last Point dish soap with the power of yellow lemon works to remove grease and food residue from dishes and dishes. It is rich in glycerin to moisturize the hands.,2/5
Glitter Women Summer Slippers - Black,EGP 242.00,"Arts & Crafts is a trading company founded in June, 2002 and located in Cairo, Egypt. The company mission is to design trendy women needs, manufacture them to the highest quality in Egypt and the Far East and sell them in the Middle East at very good value for money under the trading name Glitter.",3.8/5
Milk Pack Of 3 Printed Midi Underwear For Women,EGP 165.00 - EGP 174.00,Milk stands out from the rest of the products with its international modern designs the accommodates to all tastes and needs. Made from an incredible mix of cotton and Lycra to give you a non matched elasticity and softness.,4.8/5
N/A,N/A,N/A,N/A
Me Now Pro New Blusher Set 13.2g - 4 Colors - A Series,EGP 75.00,"Menow New Blusher Set - 4 Colors
3D Blusher to give freshness to the face. It has a soft touch with a minimal amount of surface covering the largest area. It lasts on the skin for a long time. Fresh colors. A refined powder blush for a Soft and silky touch for an impeccable make-up. Gives a natural effect.",4.3/5
N/A,N/A,N/A,N/A
Menta By Coctail Printted Jacket With Pocket-purple,EGP 150.00,Coctail is One of The Largest Brand Fashion Company. One of The Largest Distribution Company .The Customer is at The Heart of our Unique Business Model. Which includes Design Production and Sales .,4.2/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Maxell Magic Floor Cleaner - Winter Ice Scent - 1Liter,EGP 45.00,"Grocery to your Doorstep!
If you're too busy to get to the grocery store, there are many ways for the grocery store to come to you! We are offering different food bundles providing all your everyday basics essentials to be shipped right to you.",4.2/5
LC Waikiki Baby Boy Newborn Set,EGP 539.00,"LC Waikiki is a multi-cultural fashion brand which has continuously grown in the global market over the last 17 years. LC Waikiki today has a brand range that includes clothes and accessories for men, women and children of all ages, including babies, style-aware individuals and families. The brand accompanies itself with a distinctive methodology – high-quality clothes at great value. From close-fitting, stylish knitwear for men, to fashionable shoes and slippers for young girls, LC Waikiki has exactly what you need, when you need it.",5/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Glasgow Perforated Slide Slippers For Men - Gray,EGP 140.00,in onda we have alot of different slippers with alot of colours and sizes Brand : Onda - Color: Gray  - Material:EVA & PVC  - Style: Slides,4.4/5
Kady Practical Navy Blue Men Sweatpants,EGP 150.30,This Brand Offers Good Materials & Easy Home Wear For Women. It is the best brand anyone could wish to have their products.,4.3/5
Lasso Lassen Dantel Bra For WoMen's,EGP 189.99 - EGP 200.00,"Group of the best products manufactured from the finest cotton raw materials the basic specifications of the well-known brand LassoModel no. LassenCottonMade in EgyptAvailable Sizes: 36, 38, 40, 42, 44, 46",4.3/5
Mesery Bundle Of Two Cotton Stretch Plain Spaghetti Tops,EGP 119.00,"Comfortable tank tops area women' best friend, so Mesery  madethese from the softest cotton. They are super soft and have a comfy feel. Theyfeature spaghetti sleeveless with round neck and solid pattern so they arestill perfect for layering",4.2/5
Tresemme Keratin Smooth & Straight Hair Conditioner - 600ml,EGP 158.87,"TRESemmé offers leading, salon-quality hair care that makes you walk two inches taller every day. Understanding that when your hair works, everything just clicks, its ethos of professional yet affordable product resonates with consumers everywhere.",5/5
N/A,N/A,N/A,N/A
Shorto 4042 - Check Pajama Pants - 5- Light Grey / Multicolored,EGP 280.00,"Shorto specialized in many products that would make you feel comfortable from socks, underwear and home-wear to shirts.
High quality fabrics are used in our products as customers satisfaction are our main target.",4.8/5
Lasso - Women Bra S 874,EGP 121.00,"This item cannot be exchanged or returned
Lasso is One of The Largest Brand underwear and  Fashion Company. One of The Largest Distribution Company .The Customer is at The Heart of our Unique Business Model. Which includes Design Production and Sales",3.6/5
