index,FID,PROJECT,GEOGRAPHIC REGION,SITE TYPE,ASSESSMENT TYPE,SITE ID,DATE COLLECTED,TIME COLLECTED,LATITUDE,LONGITUDE,NORTHING,EASTING,DEPTH,URL LINK,CORAL REEF,PAVEMENT,RHODOLITH,SAND,HARD CORAL,SOFT CORAL,MACROALGAE,SPONGE,SEAGRASS,ARTIFICIAL,UNKNOWN,NOTES
63,63,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_067,2/2/2017,13:28:54,18.22907836,-65.15181224,2064379.266,-7252666.563,-37.1332016,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_067.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent,large Porites porites
64,64,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_068,2/2/2017,9:19:27,18.18648988,-65.14970653,2059388.446,-7252432.156,-37.24010086,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_068.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
65,65,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_069,2/1/2017,12:15:41,18.17389589,-65.14510105,2057912.827,-7251919.477,-41.47000122,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_069.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
66,66,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_071,2/1/2017,12:06:50,18.17965653,-65.14406848,2058587.779,-7251804.531,-44.99629974,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_071.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent,Absent,great barracuda
67,67,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_072,2/2/2017,8:48:21,18.2109251,-65.14325,2062251.789,-7251713.419,-40.93809891,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_072.mp4,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent, 
68,68,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_073,2/2/2017,13:20:18,18.23199146,-65.14203332,2064720.689,-7251577.978,-31.50589943,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_073.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
69,69,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_074,2/2/2017,8:15:38,18.21569861,-65.14057967,2062811.201,-7251416.159,-40.62760162,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_074.mp4,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent, 
70,70,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_075,2/1/2017,11:52:13,18.17862086,-65.13925064,2058466.432,-7251268.212,-38.20859909,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_075.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,20-30% live hard coral cover
71,71,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_076,2/1/2017,11:43:29,18.18439393,-65.13745294,2059142.859,-7251068.093,-42.95470047,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_076.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent,Absent, 
72,72,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_077,2/2/2017,8:37:14,18.21231408,-65.13668855,2062414.563,-7250983.001,-40.98740005,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_077.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Line; Patch reefs nearby
73,73,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,AA,HD Seaviewer Drop Camera,AA2017_078,2/1/2017,11:33:35,18.19999502,-65.13899578,2060970.942,-7251239.841,-38.05469894,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_078.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
74,74,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_079,2/2/2017,14:02:48,18.27075461,-65.1334338,2069264.368,-7250620.684,-32.21670151,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_079.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent, 
75,75,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_080,2/2/2017,14:09:25,18.28241923,-65.13127599,2070631.852,-7250380.478,-24.99839973,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_080.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,low rugosity agg reef
76,76,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_081,2/1/2017,11:25:19,18.19996528,-65.13053616,2060967.457,-7250298.12,-41.14479828,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_081.mp4,Present,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent, 
77,77,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_082,2/1/2017,11:10:56,18.21665292,-65.12950517,2062923.039,-7250183.351,-40.69530106,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_082.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
78,78,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_083,1/30/2017,13:33:33,18.18446156,-65.12445317,2059150.784,-7249620.965,-42.91239929,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_083.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent,Absent,Spur and groove habitat
79,79,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_084,2/1/2017,11:02:43,18.21978329,-65.1217625,2063289.9,-7249321.441,-40.18569946,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_084.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
80,80,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_085,1/30/2017,13:46:38,18.18962653,-65.12108076,2059755.979,-7249245.55,-41.8280983,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_085.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent, 
81,81,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_086,1/30/2017,14:44:03,18.21311505,-65.11656772,2062508.43,-7248743.161,-33.71549988,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_086.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Absent, 
82,82,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_087,2/2/2017,14:18:14,18.28502707,-65.116795,2070937.591,-7248768.462,-24.3003006,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_087.mp4,Present,Absent,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent,"low rugosity agg reef, Diploria labyrinthiformis"
83,83,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_088,2/3/2017,9:21:10,18.27355888,-65.11730895,2069593.114,-7248825.674,-27.24970055,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_088.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,low rugosity reef; sand present on descent
84,84,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_089,1/30/2017,14:27:59,18.20683532,-65.11356789,2061772.517,-7248409.221,-34.89009857,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_089.mp4,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Live hard coral 40-50%
85,85,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_090,1/30/2017,13:17:25,18.17674995,-65.110089,2058247.223,-7248021.953,-48.07389832,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_090.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
86,86,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_091,1/30/2017,13:24:29,18.1803757,-65.11029608,2058672.043,-7248045.005,-36.52130127,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_091.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Live hard coral 60-70%; Orbicella franksi; Undaria spp.
87,87,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_092,1/30/2017,14:45:08,18.21295014,-65.11665239,2062489.104,-7248752.586,-33.55519867,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_092.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Absent, 
88,88,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_093,1/30/2017,14:21:06,18.20999649,-65.1098927,2062142.967,-7248000.101,-41.5279007,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_093.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
89,89,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_094,2/3/2017,9:11:01,18.27087506,-65.11008525,2069278.489,-7248021.536,-27.76519966,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_094.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
90,90,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_095,2/3/2017,9:03:18,18.28015716,-65.11196698,2070366.655,-7248231.009,-27.71879959,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_095.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
91,91,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_096,2/3/2017,8:28:44,18.25200238,-65.10937592,2067066.171,-7247942.573,-28.68889999,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_096.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
92,92,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_097,1/30/2017,13:57:31,18.19771418,-65.10589302,2060703.671,-7247554.859,-42.14490128,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_097.mp4,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Present,Absent,Line on bottom; Camera dropped on agg reef/sand boundary in spur and groove habitat.  GPS points look to be on agg reef
93,93,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_098,2/1/2017,10:50:00,18.22760658,-65.10645544,2064206.773,-7247617.467,-32.96350098,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_098.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
94,94,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_099,1/30/2017,14:57:46,18.2169791,-65.10596377,2062961.265,-7247562.735,-39.53329849,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_099.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,1 lionfish
95,95,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_101,1/30/2017,14:13:16,18.20973483,-65.10310859,2062112.303,-7247244.897,-35.92760086,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_101.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Present,Absent,Line on bottom; Orbicella franksi; Montasteria cavernosa; Partial bleaching
96,96,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_102,1/30/2017,14:05:07,18.19958924,-65.10184702,2060923.392,-7247104.46,-41.90710068,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_102.mp4,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent, 
97,97,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_103,2/3/2017,8:22:12,18.25086352,-65.10199366,2066932.678,-7247120.784,-27.75620079,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_103.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Absent, 
98,98,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_104,2/1/2017,10:42:16,18.22970909,-65.10126136,2064453.189,-7247039.265,-31.16119957,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_104.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,20-30% live hard coral cover
99,99,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_105,2/3/2017,8:54:21,18.28031396,-65.10175345,2070385.037,-7247094.044,-33.19250107,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_105.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Small patch reefs and sponges present on descent
100,100,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_106,2/3/2017,8:47:54,18.2775251,-65.10124075,2070058.085,-7247036.97,-27.59309959,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_106.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent,Sand visible on decent
101,101,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_107,2/1/2017,10:34:29,18.22517099,-65.09677837,2063921.322,-7246540.22,-40.47499847,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_107.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent, 
102,102,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_108,1/30/2017,13:06:14,18.17871703,-65.10014368,2058477.7,-7246914.845,-44.85499954,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_108.mp4,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Camera dropped on agg reef/sand boundary.  GPS points look to be on sand with patch reefs
103,103,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_109,1/30/2017,12:56:03,18.19131859,-65.09833218,2059954.247,-7246713.19,-42.98429871,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_109.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent,Absent, 
104,104,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_110,2/3/2017,8:39:38,18.26581827,-65.09208675,2068685.692,-7246017.952,-27.65999985,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_110.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Absent, 
105,105,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_111,2/1/2017,10:27:00,18.23118055,-65.0917833,2064625.648,-7245984.172,-33.88940048,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_111.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
106,106,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_112,2/3/2017,7:56:26,18.24544893,-65.09268844,2066298.011,-7246084.931,-29.83200073,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_112.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
107,107,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_113,2/2/2017,14:33:24,18.28201633,-65.09308863,2070584.617,-7246129.48,-34.75469971,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_113.mp4,Present,Absent,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent,Patch reef habitat
108,108,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_114,1/30/2017,12:03:01,18.18779748,-65.08903743,2059541.662,-7245678.503,-35.59999847,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_114.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,orbicella franksi
