_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
589,CT#589,CUNHM,BSRU-AA-6595,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
590,CT#590,CUNHM,BSRU-AA-6596,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
591,CT#591,CUNHM,BSRU-AA-6597,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
592,CT#592,CUNHM,BSRU-AA-6598,Orientalibombus,Bombus haemorrhoidalis,2015,Dec,10/12/2015,Thailand,Phang Ung,19.499528,97.91169483,1164.00,1164.00,N. Warrit et al.,Worker
593,CT#593,CUNHM,BSRU-AA-6599,Orientalibombus,Bombus haemorrhoidalis,2015,Dec,10/12/2015,Thailand,Phang Ung,19.499528,97.91169483,1164.00,1164.00,N. Warrit et al.,Worker
594,CT#594,CUNHM,BSRU-AA-6600,Orientalibombus,Bombus haemorrhoidalis,2015,Dec,10/12/2015,Thailand,Phang Ung,19.499528,97.91169483,1164.00,1164.00,N. Warrit et al.,Worker
595,CT#595,CUNHM,BSRU-AA-6601,Megabombus,Bombus montivagus,2017,Nov,20/11/2017,Thailand,Mae Sa Mai,18.86633333,98.855,NA,NA,S. Sang & N. Chatthanabun,Worker
596,CT#596,CUNHM,BSRU-AA-6602,Megabombus,Bombus montivagus,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.31716783,98.600633,1716.69,1716.69,N. Warrit et al.,Worker
597,CT#597,CUNHM,BSRU-AA-6603,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.31716783,98.600633,1716.69,1716.69,N. Warrit et al.,Worker
598,CT#598,CUNHM,BSRU-AA-6604,Megabombus,Bombus montivagus,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.31716783,98.600633,1716.69,1716.69,N. Warrit et al.,Worker
599,CT#599,CUNHM,BSRU-AA-6605,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.31369444,98.60397222,NA,NA,N. Warrit et al.,Worker
600,CT#600,CUNHM,BSRU-AA-6606,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.31369444,98.60397222,NA,NA,N. Warrit et al.,Worker
601,CT#601,CUNHM,BSRU-AA-6607,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Worker
602,CT#602,CUNHM,BSRU-AA-6608,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Worker
603,CT#603,CUNHM,BSRU-AA-6609,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Worker
604,CT#604,CUNHM,BSRU-AA-6610,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Worker
605,CT#605,CUNHM,BSRU-AA-6611,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Inthanon Natural Park,18.546271,98.51571683,1307.79,1307.79,N. Warrit et al.,Worker
606,CT#606,CUNHM,BSRU-AA-6612,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,20/11/2017,Thailand,Doi Inthanon Natural Park,18.546271,98.51571683,1307.79,1307.79,N. Warrit et al.,Worker
607,CT#607,CUNHM,BSRU-AA-6613,Alpigenobombus,Bombus breviceps,2015,Jul,18/7/2015,Thailand,Khun Chang Khian,18.83874608,98.896522,1337.00,1337.00,N. Warrit et al.,Worker
608,CT#608,CUNHM,BSRU-AA-6614,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,18/7/2015,Thailand,Khun Chang Khian,18.83874608,98.896522,1337.00,1337.00,N. Warrit et al.,Worker
609,CT#609,CUNHM,BSRU-AA-6615,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Worker
610,CT#610,CUNHM,BSRU-AA-6616,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Worker
611,CT#611,CUNHM,BSRU-AA-6617,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Worker
612,CT#612,CUNHM,BSRU-AA-6618,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Worker
613,CT#613,CUNHM,BSRU-AA-6619,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Worker
614,CT#614,CUNHM,BSRU-AA-6620,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.60397222,1405.06,1405.06,N. Warrit et al.,Worker
615,CT#615,CUNHM,BSRU-AA-6621,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.60397222,1405.06,1405.06,N. Warrit et al.,Worker
616,CT#616,CUNHM,BSRU-AA-6622,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.60397222,1405.06,1405.06,N. Warrit et al.,Worker
617,CT#617,CUNHM,BSRU-AA-6623,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Queen
618,CT#618,CUNHM,BSRU-AA-6624,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Worker
619,CT#619,CUNHM,BSRU-AA-6625,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Worker
620,CT#620,CUNHM,BSRU-AA-6626,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Worker
621,CT#621,CUNHM,BSRU-AA-6627,Melanobombus,Bombus eximius,2017,Nov,19/11/2017,Thailand,Doi Inthanon Natural Park,18.58917383,98.487131,2303.18,2303.18,N. Warrit et al.,Worker
622,CT#622,CUNHM,BSRU-AA-6628,Melanobombus,Bombus eximius,2017,Nov,19/11/2017,Thailand,Doi Inthanon Natural Park,18.58917383,98.487131,2303.18,2303.18,N. Warrit et al.,Worker
623,CT#623,CUNHM,BSRU-AA-6629,Alpigenobombus,Bombus breviceps,2017,Nov,20/11/2017,Thailand,Hui Nam Dang Natural Park,19.3267655,98.60397222,1716.69,1716.69,N. Warrit et al.,Worker
624,CT#624,CUNHM,BSRU-AA-6630,Alpigenobombus,Bombus breviceps,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.9113775,99.04013861,1405.06,1405.06,N. Warrit et al.,Male
625,CT#625,CUNHM,BSRU-AA-6631,Alpigenobombus,Bombus breviceps,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.87804417,99.04368361,1574.72,1574.72,N. Warrit et al.,Worker
626,CT#626,CUNHM,BSRU-AA-6632,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
627,CT#627,CUNHM,BSRU-AA-6633,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
628,CT#628,CUNHM,BSRU-AA-6634,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
629,CT#629,CUNHM,BSRU-AA-6635,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
630,CT#630,CUNHM,BSRU-AA-6636,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
631,CT#631,CUNHM,BSRU-AA-6637,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
632,CT#632,CUNHM,BSRU-AA-6638,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
633,CT#633,CUNHM,BSRU-AA-6639,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.88228,99.04368383,1574.72,1574.72,N. Warrit et al.,Male
634,CT#634,CUNHM,BSRU-AA-6640,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
635,CT#635,CUNHM,BSRU-AA-6641,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
636,CT#636,CUNHM,BSRU-AA-6642,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
637,CT#637,CUNHM,BSRU-AA-6643,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
638,CT#638,CUNHM,BSRU-AA-6644,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
639,CT#639,CUNHM,BSRU-AA-6645,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1403.55,1403.55,N. Warrit et al.,Male
640,CT#640,CUNHM,BSRU-AA-6646,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Male
641,CT#641,CUNHM,BSRU-AA-6647,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Male
642,CT#642,CUNHM,BSRU-AA-6648,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Male
643,CT#643,CUNHM,BSRU-AA-6649,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Male
644,CT#644,CUNHM,BSRU-AA-6650,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.902259,99.04013883,1405.06,1405.06,N. Warrit et al.,Male
645,CT#645,CUNHM,BSRU-AA-6651,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
646,CT#646,CUNHM,BSRU-AA-6652,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
647,CT#647,CUNHM,BSRU-AA-6653,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
648,CT#648,CUNHM,BSRU-AA-6654,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
649,CT#649,CUNHM,BSRU-AA-6655,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
650,CT#650,CUNHM,BSRU-AA-6656,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
651,CT#651,CUNHM,BSRU-AA-6657,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
652,CT#652,CUNHM,BSRU-AA-6658,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
653,CT#653,CUNHM,BSRU-AA-6659,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
654,CT#654,CUNHM,BSRU-AA-6660,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1403.55,1403.55,N. Warrit et al.,Male
655,CT#655,CUNHM,BSRU-AA-6661,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1405.06,1405.06,N. Warrit et al.,Male
656,CT#656,CUNHM,BSRU-AA-6662,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1405.06,1405.06,N. Warrit et al.,Male
657,CT#657,CUNHM,BSRU-AA-6663,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1405.06,1405.06,N. Warrit et al.,Male
658,CT#658,CUNHM,BSRU-AA-6664,Megabombus,Bombus montivagus,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.60397222,1405.06,1405.06,N. Warrit et al.,Male
659,CT#659,CUNHM,BSRU-AA-6665,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.31369444,98.60397222,NA,NA,N. Warrit et al.,Worker
660,CT#660,CUNHM,BSRU-AA-6666,Alpigenobombus,Bombus breviceps,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.31369444,98.60397222,NA,NA,N. Warrit et al.,Worker
661,CT#661,KKIC,NA,Pyrobombus,Bombus flavescens,2016,Feb,17/2/2016,Thailand,Kamphaeng Saen,NA,NA,NA,NA,Kritaporn,Worker
662,CT#662,KKIC,NA,Pyrobombus,Bombus flavescens,2017,May,7/5/2017,Thailand,Kamphaeng Saen,NA,NA,NA,NA,Kittipat,Worker
663,CT#663,KKIC,NA,Melanobombus,Bombus eximius,2016,Feb,12/2/2016,Thailand,NA,NA,NA,NA,NA,Ruthaichanok,Worker
664,CT#664,KKIC,NA,Melanobombus,Bombus eximius,2016,Apr,23/4/2016,Thailand,Kanchanaburi,NA,NA,NA,NA,Suttaya,Worker
665,CT#665,KKIC,NA,Melanobombus,Bombus eximius,2017,Apr,6/4/2017,Thailand,Kamphaeng Saen,NA,NA,NA,NA,Narinnapa,Worker
666,CT#666,KKIC,NA,Melanobombus,Bombus eximius,2016,May,2/5/2016,Thailand,Nakorn Pathom,NA,NA,NA,NA,Kittipod,Worker
667,CT#667,KKIC,NA,Melanobombus,Bombus eximius,2016,May,6/5/2016,Thailand,Bangkok,NA,NA,NA,NA,Y. Muang-krit,Worker
668,CT#668,KKIC,NA,Pyrobombus,Bombus flavescens,2017,Apr,2/4/2017,Thailand,Kamphaeng Saen,NA,NA,NA,NA,Noppadol,Male
669,CT#669,KKIC,NA,Pyrobombus,Bombus flavescens,2016,Apr,13/4/2016,Thailand,Loei ,NA,NA,NA,NA,Araya,Male
670,CT#670,KKIC,NA,Orientalibombus,Bombus haemorrhoidalis,1945,May,15/10/1945,Thailand,Chiang Mai,NA,NA,NA,NA,NA,Worker
671,CT#671,KKIC,NA,Alpigenobombus,Bombus breviceps,2010,May,21/10/2010,Thailand,Chiang Rai,NA,NA,NA,NA,NA,Worker
672,CT#672,CUNHM,BSRU-AA-6667,Alpigenobombus,Bombus breviceps,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1574.72,1574.72,N. Warrit et al.,Worker
673,CT#673,CUNHM,BSRU-AA-6668,Orientalibombus,Bombus haemorrhoidalis,2017,Nov,21/11/2017,Thailand,Doi Ang Kang,19.91009883,99.04317,1574.72,1574.72,N. Warrit et al.,Male
674,CT#674,PCYU,B1397-H04,Psithyrus,Bombus bellardii,2006,Nov,24/11/2006,Thailand,Doi Inthanon,18.6087,98.4897,NA,NA,A. Areeluck,Male
675,CT#675,PCYU,B1397-H05,Psithyrus,Bombus bellardii,2006,Nov,24/11/2006,Thailand,Doi Inthanon,18.6087,98.4897,NA,NA,A. Areeluck,Male
676,CT#676,NHMUK,010814870,Megabombus,Bombus  senex,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
677,CT#677,NHMUK,010814871,Megabombus,Bombus  senex,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
678,CT#678,NHMUK,010814872,Megabombus,Bombus  senex,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
679,CT#679,NHMUK,010814873,Megabombus,Bombus  senex,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
680,CT#680,NHMUK,010814874,Megabombus,Bombus  senex,1929,Dec,28/12/1929,Indonesia,Sinabung,3.2,98.5167,1800.00,1800.00,H. T. Pagden,Worker
681,CT#681,NHMUK,010814875,Alpigenobombus,Bombus genalis,1938,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914.40,914.40,R. Kaulback,Worker
682,CT#682,NHMUK,010814876,Alpigenobombus,Bombus genalis,1938,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914.40,914.40,R. Kaulback,Worker
683,CT#683,NHMUK,010814877,Alpigenobombus,Bombus genalis,1938,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914.40,914.40,R. Kaulback,Worker
684,CT#684,NHMUK,010814878,Pyrobombus,Bombus flavescens,1931,Oct,10/10/1931,Myanmar,Adung Valley ,28.13,97.7,1828.80,1828.80,Lord Cranbrook,Worker
685,CT#685,NHMUK,010814879,Pyrobombus,Bombus flavescens,1935,Mar,1/3/1935,India,Mishmi Hills,28.2505763,95.9930746,1630.68,1630.68,M. Steele ,Worker
686,CT#686,NHMUK,010814880,Melanobombus,Bombus richardsiellus,1931,Jul,23/7/1931,Myanmar,Adung Valley ,28.13,97.7,3657.60,3657.60,Lord Cranbrook,Worker
687,CT#687,NHMUK,010814881,Melanobombus,Bombus rufipes,1929,Apr,NA,Malaysia,Bukit Kutu,3.54,101.72,NA,NA,A.R. Sanderson,Queen
688,CT#688,NHMUK,010814882,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Bundjar,,,NA,NA,NA,Male
689,CT#689,NHMUK,010814883,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Queen
690,CT#690,NHMUK,010814884,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Tjibodas,-6.48,106.66,1219.20,1220.20,L.E. Cheesman,Worker
691,CT#691,ACMU,NA,Megabombus,Bombus montivagus,1981,Jun,24/6/1981,Thailand,NA,18.82,98.96,NA,NA,Ratchanee,Worker
692,CT#692,ACMU,NA,Megabombus,Bombus montivagus,2001,Jul,7/7/2001,Thailand,San Pa Kia,19.31,98.83,NA,NA,NA,Worker
693,CT#693,ACMU,NA,Megabombus,Bombus montivagus,2003,Aug,30/8/2003,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Natthaporn,Worker
694,CT#694,ACMU,NA,Megabombus,Bombus montivagus,1981,Jun,7/6/1981,Thailand,Chiang Mai University,18.8,98.95,NA,NA,Phanuwat,Worker
695,CT#695,ACMU,NA,Megabombus,Bombus montivagus,2009,Jun,15/6/2009,Thailand,NA,18.93,98.88,NA,NA,Kannika,Worker
696,CT#696,ACMU,NA,Megabombus,Bombus montivagus,1982,Sep,2/9/1982,Thailand,Chiang Mai Zoo,18.81,98.95,NA,NA,Prayun,Worker
697,CT#697,ACMU,NA,Megabombus,Bombus montivagus,2002,Aug,12/8/2002,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Chanwit,Worker
698,CT#698,ACMU,NA,Megabombus,Bombus montivagus,2008,Oct,18/10/2008,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Nanthana,Worker
699,CT#699,ACMU,NA,Megabombus,Bombus montivagus,2008,Jul,21/7/2008,Thailand,NA,18.74,98.96,NA,NA,Pawarit,Worker
700,CT#700,ACMU,NA,Megabombus,Bombus montivagus,2002,Sep,18/9/2002,Thailand,NA,18.74,98.96,NA,NA,Wasin,Worker
701,CT#701,ACMU,NA,Megabombus,Bombus montivagus,1981,Aug,12/8/1981,Thailand,Doi Tung,20.33,99.83,NA,NA,Sukit,Worker
702,CT#702,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2006,Jul,16/7/2006,Thailand,NA,18.74,98.96,NA,NA,Wipada,Worker
703,CT#703,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,1977,Jun,5/6/1977,Thailand,Chiang Mai University,18.81,98.95,NA,NA,Leard,Worker
704,CT#704,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2009,Sep,1/9/2009,Thailand,NA,18.89,98.83,NA,NA,Somchai,Worker
705,CT#705,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,1980,Sep,12/9/1980,Thailand,Bhubing Palace,18.8,98.9,NA,NA,Theerapon,Worker
706,CT#706,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2009,Feb,2/2/2009,Thailand,NA,18.74,98.96,NA,NA,NA,Worker
707,CT#707,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,1923,Sep,11/9/1923,Thailand,NA,18.81,98.95,NA,NA,Nopporn,Worker
708,CT#708,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,1982,Mar,16/3/2582,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Sukanya,Worker
709,CT#709,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Sep,3/9/2003,Thailand,NA,18.74,98.96,NA,NA,Natthawadee,Worker
710,CT#710,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Jul,18/7/2003,Thailand,NA,18.81,98.95,NA,NA,NA,Worker
711,CT#711,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2005,Jan,5/1/2005,Thailand,NA,18.63,98.9,NA,NA,Kamonpan,Worker
712,CT#712,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Sep,8/9/2003,Thailand,NA,19.22,100.2,NA,NA,Chaiyawat,Worker
713,CT#713,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Jul,20/7/2003,Thailand,NA,18.87,99.14,NA,NA,Suntriporn,Worker
714,CT#714,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Jul,22/7/2003,Thailand,Payap University,18.79,99,NA,NA,Waraporn,Worker
715,CT#715,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Aug,20/8/2003,Thailand,NA,19.02,100.97,NA,NA,Sitthipong,Worker
716,CT#716,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2002,Sep,1/9/2002,Thailand,Wat Pha Lat,18.8,98.93,NA,NA,Kajorn,Worker
717,CT#717,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2008,Sep,1/9/2008,Thailand,NA,18.74,98.96,NA,NA,Chanchine,Worker
718,CT#718,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Jun,22/6/2003,Thailand,Huay Hong Khrai,18.85,99.22,NA,NA,Chakrapan,Worker
719,CT#719,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2004,Aug,8/8/2004,Thailand,Chiang Mai University,18.81,98.95,NA,NA,NA,Worker
720,CT#720,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2008,Mar,8/3/2008,Thailand,NA,18.81,98.95,NA,NA,Maturos,Worker
721,CT#721,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2001,Sep,30/9/2001,Thailand,NA,18.81,98.95,NA,NA,Wirachinee,Worker
722,CT#722,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,NA,Aug,4-Aug,Thailand,NA,18.71,99.04,NA,NA,Kedsirin,Worker
723,CT#723,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Aug,12/8/2003,Thailand,San Pa Kia,19.31,98.83,NA,NA,Supatpong,Worker
724,CT#724,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2003,Mar,7/3/2003,Thailand,NA,18.81,98.95,NA,NA,Rakkiet,Worker
725,CT#725,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,1996,Jul,27/7/1996,Thailand,NA,18.74,98.96,NA,NA,Pheerasak,Worker
726,CT#726,ACMU,NA,Orientalibombus,Bombus haemorrhoidalis,2006,Jul,3/7/2006,Thailand,NA,18.81,98.95,NA,NA,Anuchit,Worker
727,CT#727,ACMU,NA,Alpigenobombus,Bombus breviceps,2008,Jul,19/7/2008,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Wilawan,Worker
728,CT#728,ACMU,NA,Alpigenobombus,Bombus breviceps,2008,Jul,17/7/2008,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Wannapha,Worker
729,CT#729,ACMU,NA,Alpigenobombus,Bombus breviceps,2005,Aug,28/8/2005,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Pharadorn,Worker
730,CT#730,ACMU,NA,Alpigenobombus,Bombus breviceps,2004,Nov,9/11/2004,Thailand,Doi Pui,18.82,98.88,NA,NA,NA,Worker
731,CT#731,ACMU,NA,Alpigenobombus,Bombus breviceps,2003,Jun,26/6/2003,Thailand,Chiang Mai University,18.81,98.95,NA,NA,Noppamas,Worker
732,CT#732,ACMU,NA,Alpigenobombus,Bombus breviceps,2003,Aug,23/8/2003,Thailand,Khun Chang Khian,18.83874608,98.896522,NA,NA,Narongwich,Worker
